airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Indigo,2019-06-01,Delhi,Cochin,11:25:00,21:00:00,575,1.0,No Info,6416
Indigo,2019-04-01,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2227
Air India,2019-06-27,Delhi,Cochin,17:20:00,09:25:00,965,1.0,No Info,7480
Air Asia,2019-05-09,Kolkata,Bangalore,22:50:00,01:20:00,150,0.0,No Info,3807
Multiple Carriers,2019-06-15,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,6795
Air India,2019-06-03,Delhi,Cochin,12:20:00,19:15:00,1855,2.0,No Info,12488
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,13014
Indigo,2019-05-15,Chennai,Kolkata,19:35:00,21:55:00,140,0.0,No Info,3597
Jet Airways,2019-05-18,Delhi,Cochin,11:40:00,19:00:00,440,2.0,In-flight meal not included,19644
Multiple Carriers,2019-06-09,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,11789
Jet Airways,2019-05-06,Kolkata,Bangalore,14:05:00,20:45:00,400,1.0,In-flight meal not included,9663
Multiple Carriers,2019-03-06,Delhi,Cochin,13:00:00,01:35:00,755,1.0,No Info,15603
Indigo,2019-05-27,Delhi,Cochin,17:30:00,01:30:00,480,1.0,No Info,6206
Air India,2019-03-15,Bangalore,Delhi,10:30:00,21:25:00,655,2.0,No Info,6593
Jet Airways,2019-05-15,Kolkata,Bangalore,08:25:00,19:50:00,685,1.0,In-flight meal not included,10844
Jet Airways,2019-06-15,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No Info,18804
Jet Airways,2019-05-03,Bangalore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,4030
Indigo,2019-05-06,Kolkata,Bangalore,07:10:00,12:40:00,330,1.0,No Info,4864
Jet Airways,2019-06-24,Bangalore,Delhi,07:10:00,10:10:00,180,0.0,No Info,8016
Jet Airways,2019-03-24,Kolkata,Bangalore,13:55:00,19:40:00,345,1.0,In-flight meal not included,11134
Vistara,2019-06-12,Kolkata,Bangalore,20:20:00,18:50:00,1350,1.0,No Info,8610
Indigo,2019-05-21,Delhi,Cochin,16:10:00,00:55:00,525,1.0,No Info,6778
Multiple Carriers,2019-03-21,Delhi,Cochin,07:30:00,15:30:00,480,1.0,No Info,11269
Air India,2019-05-21,Bangalore,Delhi,21:05:00,23:55:00,170,0.0,No Info,5228
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,13727
Air India,2019-06-21,Bangalore,Delhi,13:20:00,16:10:00,170,0.0,No Info,6961
Jet Airways,2019-03-06,Delhi,Cochin,19:10:00,19:45:00,1475,2.0,No Info,19329
Spicejet,2019-06-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Indigo,2019-06-09,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6386
Vistara,2019-05-18,Kolkata,Bangalore,07:10:00,22:40:00,930,1.0,No Info,9187
Jet Airways,2019-06-24,Delhi,Cochin,17:35:00,19:00:00,1525,2.0,No Info,13922
Indigo,2019-05-09,Delhi,Cochin,14:20:00,22:30:00,490,1.0,No Info,6704
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320,2.0,No Info,13376
Indigo,2019-04-06,Bangalore,Delhi,23:30:00,02:20:00,170,0.0,No Info,4591
Jet Airways,2019-05-18,Kolkata,Bangalore,18:55:00,23:35:00,1720,1.0,In-flight meal not included,10844
Jet Airways,2019-03-21,Bangalore,Delhi,14:05:00,20:20:00,375,1.0,In-flight meal not included,7832
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,12898
Jet Airways,2019-03-12,Bangalore,Delhi,05:45:00,23:00:00,1035,1.0,No Info,13817
Air India,2019-06-09,Kolkata,Bangalore,07:00:00,05:25:00,1345,2.0,No Info,12534
Air India,2019-03-09,Delhi,Cochin,13:15:00,09:25:00,1210,2.0,No Info,11622
Air India,2019-03-03,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,12677
Indigo,2019-03-15,Mumbai,Hyderabad,12:00:00,13:25:00,85,0.0,No Info,3175
Air India,2019-03-01,Bangalore,Delhi,06:45:00,11:10:00,1705,2.0,No Info,20999
Indigo,2019-06-09,Delhi,Cochin,07:35:00,16:10:00,515,1.0,No Info,6442
Jet Airways,2019-03-01,Bangalore,Delhi,16:55:00,08:15:00,920,1.0,No Info,26890
Jet Airways,2019-03-06,Bangalore,Delhi,14:05:00,21:20:00,435,1.0,No Info,19225
Multiple Carriers,2019-06-06,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,13587
Air India,2019-05-15,Delhi,Cochin,17:15:00,09:25:00,970,2.0,No Info,8839
Jet Airways,2019-03-21,Bangalore,Delhi,14:05:00,19:10:00,305,1.0,In-flight meal not included,7832
Air India,2019-04-01,Kolkata,Bangalore,12:00:00,11:10:00,1390,2.0,No Info,9258
Jet Airways,2019-06-09,Delhi,Cochin,20:55:00,19:00:00,1325,1.0,No Info,14924
Indigo,2019-05-24,Mumbai,Hyderabad,21:20:00,22:50:00,90,0.0,No Info,2437
Air India,2019-05-09,Bangalore,Delhi,21:05:00,23:55:00,170,0.0,No Info,6121
Jet Airways,2019-05-15,Kolkata,Bangalore,16:30:00,23:35:00,425,1.0,No Info,13941
Jet Airways,2019-04-06,Bangalore,Delhi,06:00:00,08:45:00,165,0.0,No Info,7229
Jet Airways,2019-05-09,Delhi,Cochin,14:00:00,12:35:00,1355,1.0,In-flight meal not included,12373
Air India,2019-05-21,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,11989
Air India,2019-03-15,Bangalore,Delhi,06:45:00,12:15:00,330,1.0,No Info,8714
Indigo,2019-03-24,Bangalore,Delhi,01:30:00,04:15:00,165,0.0,No Info,4777
Jet Airways,2019-05-09,Kolkata,Bangalore,06:30:00,18:15:00,705,1.0,No Info,14781
Multiple Carriers,2019-06-01,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,11200
Jet Airways,2019-05-21,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,12898
Air India,2019-03-06,Mumbai,Hyderabad,09:40:00,15:15:00,1775,2.0,No Info,25139
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,18:50:00,590,1.0,No Info,17024
Air India,2019-03-15,Bangalore,Delhi,06:55:00,10:50:00,1675,1.0,No Info,7932
Spicejet,2019-03-01,Mumbai,Hyderabad,05:45:00,07:05:00,80,0.0,No Info,12475
Jet Airways,2019-03-06,Bangalore,Delhi,05:45:00,05:05:00,1400,1.0,No Info,13555
Multiple Carriers,2019-05-18,Delhi,Cochin,10:00:00,21:00:00,660,1.0,In-flight meal not included,9275
Jet Airways,2019-03-09,Delhi,Cochin,02:15:00,19:45:00,1050,1.0,In-flight meal not included,13843
Indigo,2019-06-06,Bangalore,Delhi,00:25:00,03:15:00,170,0.0,No Info,3943
Jet Airways,2019-05-27,Delhi,Cochin,22:50:00,12:35:00,825,1.0,In-flight meal not included,12898
Jet Airways,2019-05-15,Kolkata,Bangalore,18:55:00,09:20:00,865,1.0,In-flight meal not included,9663
Jet Airways,2019-04-01,Delhi,Cochin,10:00:00,19:00:00,540,1.0,In-flight meal not included,5406
Air India,2019-05-15,Kolkata,Bangalore,16:50:00,13:45:00,1255,2.0,No Info,15532
Indigo,2019-03-21,Delhi,Cochin,08:25:00,21:00:00,755,1.0,No Info,8285
Jet Airways,2019-06-24,Bangalore,Delhi,08:20:00,11:20:00,180,0.0,In-flight meal not included,5769
Air India,2019-03-06,Delhi,Cochin,10:00:00,19:15:00,555,1.0,No Info,16439
Indigo,2019-06-12,Kolkata,Bangalore,07:10:00,12:40:00,330,1.0,No Info,4864
Jet Airways,2019-05-21,Delhi,Cochin,19:30:00,04:25:00,535,2.0,In-flight meal not included,13029
Jet Airways,2019-04-15,Bangalore,Delhi,17:45:00,20:45:00,180,0.0,In-flight meal not included,4544
Air India,2019-06-27,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,7480
Jet Airways,2019-04-01,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,3205
Air India,2019-05-01,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,4667
Indigo,2019-06-06,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Multiple Carriers,2019-06-12,Delhi,Cochin,04:55:00,12:35:00,460,1.0,No Info,10678
Air Asia,2019-05-21,Bangalore,Delhi,11:10:00,13:55:00,165,0.0,No Info,3383
Jet Airways,2019-05-21,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,12898
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,1925,2.0,In-flight meal not included,7791
Indigo,2019-06-27,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,6442
Air India,2019-06-18,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,3100
Jet Airways,2019-03-01,Bangalore,Delhi,16:55:00,23:00:00,365,1.0,No Info,54826
Indigo,2019-06-24,Delhi,Cochin,08:30:00,21:00:00,750,1.0,No Info,6093
Jet Airways,2019-05-24,Kolkata,Bangalore,14:05:00,04:40:00,875,1.0,In-flight meal not included,8586
Spicejet,2019-06-12,Kolkata,Bangalore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3841
Air India,2019-05-12,Kolkata,Bangalore,09:25:00,13:45:00,1700,2.0,No Info,12592
Air India,2019-03-27,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No Info,8026
Air India,2019-06-09,Delhi,Cochin,20:40:00,09:25:00,765,1.0,No Info,7690
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,04:25:00,925,1.0,In-flight meal not included,10262
Air India,2019-06-09,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10651
Goair,2019-05-21,Delhi,Cochin,10:35:00,19:35:00,540,1.0,No Info,6195
Indigo,2019-03-03,Delhi,Cochin,18:35:00,01:35:00,420,1.0,No Info,14871
Jet Airways,2019-06-15,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,12192
Indigo,2019-06-24,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,6582
Jet Airways,2019-05-12,Kolkata,Bangalore,20:25:00,23:35:00,1630,1.0,In-flight meal not included,8066
Air Asia,2019-04-24,Delhi,Cochin,16:45:00,22:25:00,340,1.0,No Info,6152
Indigo,2019-04-09,Kolkata,Bangalore,04:40:00,07:15:00,155,0.0,No Info,4174
Indigo,2019-03-03,Bangalore,Delhi,04:00:00,06:50:00,170,0.0,No Info,6144
Jet Airways,2019-03-06,Bangalore,Delhi,05:45:00,16:10:00,625,1.0,No Info,16736
Indigo,2019-06-12,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Multiple Carriers,2019-05-27,Delhi,Cochin,16:00:00,01:30:00,570,1.0,No Info,13377
Vistara,2019-03-24,Kolkata,Bangalore,17:00:00,22:55:00,355,1.0,No Info,14360
Spicejet,2019-04-03,Kolkata,Bangalore,15:05:00,20:20:00,315,1.0,No Info,4649
Air India,2019-05-06,Kolkata,Bangalore,05:50:00,13:15:00,445,2.0,No Info,7662
Spicejet,2019-04-01,Bangalore,Delhi,21:10:00,00:05:00,175,0.0,No check-in baggage included,3573
Jet Airways,2019-06-12,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,10368
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,19:15:00,555,1.0,In-flight meal not included,8401
Indigo,2019-05-15,Kolkata,Bangalore,17:15:00,19:50:00,155,0.0,No Info,4804
Jet Airways,2019-04-01,Kolkata,Bangalore,20:00:00,23:35:00,1655,1.0,No Info,12681
Jet Airways,2019-06-12,Delhi,Cochin,19:45:00,04:25:00,520,1.0,In-flight meal not included,10262
Vistara,2019-05-06,Kolkata,Bangalore,20:20:00,10:45:00,865,1.0,No Info,8662
Indigo,2019-04-27,Bangalore,Delhi,13:00:00,15:50:00,170,0.0,No Info,4423
Jet Airways,2019-06-12,Bangalore,Delhi,06:00:00,08:45:00,165,0.0,No Info,8016
Jet Airways,2019-05-27,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,13029
Jet Airways,2019-03-21,Delhi,Cochin,16:10:00,18:50:00,1600,2.0,No Info,13180
Indigo,2019-06-06,Delhi,Cochin,17:05:00,22:25:00,320,1.0,No Info,6493
Jet Airways,2019-06-06,Delhi,Cochin,15:00:00,19:00:00,1680,1.0,In-flight meal not included,10262
Jet Airways,2019-05-15,Kolkata,Bangalore,09:35:00,21:05:00,690,1.0,In-flight meal not included,10703
Jet Airways,2019-03-15,Bangalore,Delhi,05:45:00,18:25:00,760,1.0,In-flight meal not included,9134
Jet Airways,2019-05-18,Kolkata,Bangalore,08:25:00,19:50:00,685,1.0,In-flight meal not included,10844
Jet Airways,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,1950,2.0,No Info,11664
Indigo,2019-06-21,Chennai,Kolkata,14:45:00,17:05:00,140,0.0,No Info,3597
Jet Airways,2019-03-06,Delhi,Cochin,15:05:00,04:25:00,800,1.0,No Info,15764
Indigo,2019-03-03,Delhi,Cochin,08:35:00,22:20:00,825,1.0,No Info,10236
Air India,2019-06-03,Delhi,Cochin,22:00:00,19:15:00,1275,2.0,No Info,10231
Air India,2019-05-21,Kolkata,Bangalore,08:20:00,11:10:00,1610,2.0,No Info,11222
Jet Airways,2019-05-21,Kolkata,Bangalore,09:35:00,19:10:00,575,1.0,No Info,13067
Multiple Carriers,2019-06-12,Delhi,Cochin,12:50:00,01:30:00,760,1.0,No Info,6795
Air India,2019-05-09,Delhi,Cochin,05:00:00,19:15:00,2295,2.0,No Info,9653
Jet Airways,2019-06-12,Kolkata,Bangalore,16:30:00,12:00:00,1170,1.0,No Info,13044
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Indigo,2019-04-12,Bangalore,Delhi,21:15:00,00:15:00,180,0.0,No Info,4990
Air India,2019-05-21,Kolkata,Bangalore,09:25:00,21:50:00,745,1.0,No Info,8366
Jet Airways,2019-03-03,Delhi,Cochin,18:20:00,04:25:00,2045,2.0,No Info,20747
Vistara,2019-06-12,Kolkata,Bangalore,17:00:00,09:05:00,965,1.0,No Info,7927
Air India,2019-03-06,Mumbai,Hyderabad,13:30:00,16:55:00,205,2.0,No Info,18797
Jet Airways,2019-05-21,Delhi,Cochin,21:50:00,19:00:00,1270,1.0,In-flight meal not included,12898
Vistara,2019-03-12,Mumbai,Hyderabad,08:45:00,22:55:00,850,1.0,No Info,12080
Goair,2019-05-01,Kolkata,Bangalore,16:40:00,00:15:00,455,1.0,No Info,6484
Indigo,2019-06-06,Delhi,Cochin,20:25:00,01:30:00,305,1.0,No Info,5054
Indigo,2019-05-06,Kolkata,Bangalore,22:15:00,00:50:00,155,0.0,No Info,4804
Jet Airways,2019-05-18,Delhi,Cochin,07:05:00,12:35:00,330,1.0,In-flight meal not included,12373
Air India,2019-05-12,Kolkata,Bangalore,05:50:00,08:55:00,1625,2.0,No Info,11411
Spicejet,2019-05-27,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,3597
Jet Airways,2019-06-09,Delhi,Cochin,06:45:00,04:25:00,1300,2.0,No Info,13376
Air India,2019-06-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,6587
Indigo,2019-03-21,Delhi,Cochin,07:20:00,12:30:00,310,1.0,No Info,6388
Multiple Carriers,2019-06-24,Delhi,Cochin,09:45:00,22:30:00,765,1.0,No Info,9646
Air India,2019-03-01,Chennai,Kolkata,11:40:00,13:55:00,135,0.0,No Info,19630
Indigo,2019-05-27,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6147
Indigo,2019-05-15,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4575
Jet Airways,2019-05-01,Kolkata,Bangalore,14:05:00,22:35:00,510,1.0,In-flight meal not included,10844
Indigo,2019-04-15,Delhi,Cochin,08:35:00,16:10:00,455,1.0,No Info,6442
Multiple Carriers,2019-05-21,Delhi,Cochin,12:50:00,19:15:00,385,1.0,No Info,8266
Air India,2019-04-21,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Spicejet,2019-05-12,Bangalore,Delhi,21:10:00,00:05:00,175,0.0,No Info,4423
Vistara,2019-05-12,Delhi,Cochin,14:40:00,17:50:00,190,0.0,No Info,6216
Indigo,2019-03-15,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Jet Airways,2019-05-09,Kolkata,Bangalore,20:00:00,18:15:00,1335,1.0,No Info,13584
Indigo,2019-06-21,Bangalore,Delhi,07:10:00,10:05:00,175,0.0,No Info,4823
Multiple Carriers,2019-06-06,Delhi,Cochin,11:40:00,21:00:00,560,1.0,No Info,7005
Jet Airways,2019-05-18,Kolkata,Bangalore,14:05:00,23:35:00,570,1.0,In-flight meal not included,10844
Jet Airways,2019-05-18,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,12373
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,22:15:00,330,1.0,No Info,13774
Jet Airways,2019-03-09,Bangalore,Delhi,05:50:00,12:20:00,390,1.0,In-flight meal not included,10037
Multiple Carriers,2019-06-03,Delhi,Cochin,09:00:00,21:00:00,720,1.0,No Info,8930
Indigo,2019-05-09,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Goair,2019-04-06,Bangalore,Delhi,07:45:00,10:40:00,175,0.0,No Info,4632
Indigo,2019-05-27,Delhi,Cochin,07:15:00,12:30:00,315,1.0,No Info,5636
Multiple Carriers,2019-05-21,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,7888
Vistara,2019-05-09,Bangalore,Delhi,09:45:00,12:35:00,170,0.0,No Info,4668
Spicejet,2019-06-09,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-05-27,Delhi,Cochin,20:00:00,04:25:00,505,2.0,In-flight meal not included,15318
Jet Airways,2019-03-21,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,No Info,8040
Vistara,2019-04-24,Delhi,Cochin,06:00:00,09:10:00,190,0.0,No Info,6216
Jet Airways,2019-06-03,Delhi,Cochin,22:50:00,12:35:00,825,1.0,No Info,14714
Jet Airways,2019-03-09,Bangalore,Delhi,08:55:00,21:20:00,745,1.0,In-flight meal not included,11087
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,19:00:00,1295,2.0,No Info,13292
Jet Airways,2019-05-01,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Multiple Carriers,2019-05-15,Delhi,Cochin,08:45:00,19:00:00,615,1.0,No Info,9794
Jet Airways,2019-04-15,Bangalore,Delhi,15:15:00,18:10:00,175,0.0,In-flight meal not included,4544
Jet Airways,2019-05-21,Kolkata,Bangalore,14:05:00,20:45:00,400,1.0,In-flight meal not included,10844
Jet Airways,2019-06-06,Delhi,Cochin,13:00:00,04:25:00,925,1.0,No Info,14714
Jet Airways,2019-05-01,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,No Info,5678
Indigo,2019-03-12,Chennai,Kolkata,13:20:00,15:35:00,135,0.0,No Info,6297
Jet Airways,2019-05-01,Kolkata,Bangalore,18:55:00,08:15:00,800,1.0,In-flight meal not included,8586
Jet Airways,2019-06-12,Kolkata,Bangalore,09:35:00,19:10:00,575,1.0,In-flight meal not included,10539
Multiple Carriers,2019-06-24,Delhi,Cochin,10:00:00,21:00:00,660,1.0,No Info,13587
Indigo,2019-06-09,Chennai,Kolkata,13:15:00,15:35:00,140,0.0,No Info,3597
Jet Airways,2019-03-21,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,7438
Spicejet,2019-05-18,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No Info,2017
Indigo,2019-03-06,Delhi,Cochin,07:30:00,15:30:00,480,1.0,No Info,14871
Jet Airways,2019-06-27,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,10262
Jet Airways,2019-05-21,Delhi,Cochin,22:50:00,19:00:00,1210,1.0,In-flight meal not included,12898
Multiple Carriers,2019-05-21,Delhi,Cochin,11:40:00,21:00:00,560,1.0,No Info,7485
Spicejet,2019-03-27,Kolkata,Bangalore,22:20:00,00:40:00,140,0.0,No check-in baggage included,3815
Jet Airways,2019-05-06,Kolkata,Bangalore,09:35:00,22:05:00,750,1.0,In-flight meal not included,10703
Air Asia,2019-06-09,Kolkata,Bangalore,07:35:00,19:25:00,710,1.0,No Info,7870
Air India,2019-03-24,Bangalore,Delhi,06:10:00,08:55:00,165,0.0,No Info,4441
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,12:35:00,1415,1.0,In-flight meal not included,10262
Jet Airways,2019-05-18,Kolkata,Bangalore,05:45:00,04:40:00,1375,1.0,No Info,13941
Air India,2019-03-03,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,14042
Jet Airways,2019-04-06,Bangalore,Delhi,17:45:00,20:45:00,180,0.0,No Info,7229
Indigo,2019-05-18,Kolkata,Bangalore,08:10:00,13:00:00,290,1.0,No Info,5279
Indigo,2019-06-24,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5000
Goair,2019-03-24,Bangalore,Delhi,20:55:00,23:50:00,175,0.0,No Info,5706
Multiple Carriers,2019-06-15,Delhi,Cochin,10:35:00,19:00:00,505,1.0,No Info,10877
Air India,2019-03-09,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,16754
Multiple Carriers,2019-05-09,Delhi,Cochin,06:00:00,19:15:00,795,1.0,No Info,8266
Jet Airways,2019-06-03,Delhi,Cochin,07:05:00,19:00:00,715,1.0,In-flight meal not included,10577
Jet Airways,2019-03-27,Delhi,Cochin,18:15:00,04:25:00,610,1.0,In-flight meal not included,6540
Air India,2019-04-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,6587
Jet Airways,2019-05-09,Delhi,Cochin,11:40:00,19:00:00,440,2.0,No Info,21219
Multiple Carriers,2019-05-01,Delhi,Cochin,07:30:00,19:00:00,690,1.0,No Info,9794
Air India,2019-03-27,Delhi,Cochin,21:30:00,19:15:00,1305,2.0,No Info,8665
Jet Airways,2019-03-09,Delhi,Cochin,11:00:00,14:15:00,195,0.0,No Info,9564
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,19:00:00,810,2.0,No Info,13014
Spicejet,2019-03-01,Bangalore,Delhi,09:35:00,12:30:00,175,0.0,No Info,11690
Indigo,2019-03-21,Delhi,Cochin,14:20:00,22:20:00,480,1.0,No Info,6528
Indigo,2019-05-21,Chennai,Kolkata,07:55:00,10:15:00,140,0.0,No Info,3850
Jet Airways,2019-06-21,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,No Info,8040
Jet Airways,2019-03-24,Kolkata,Bangalore,08:25:00,04:45:00,1220,1.0,In-flight meal not included,10031
Air India,2019-06-06,Kolkata,Bangalore,14:30:00,12:30:00,1320,2.0,No Info,15894
Jet Airways,2019-06-15,Delhi,Cochin,19:15:00,04:25:00,550,1.0,In-flight meal not included,10262
Multiple Carriers,2019-03-09,Delhi,Cochin,04:00:00,12:55:00,535,1.0,No Info,16259
Jet Airways,2019-06-06,Kolkata,Bangalore,20:25:00,09:45:00,800,1.0,No Info,12692
Air Asia,2019-03-24,Bangalore,Delhi,05:50:00,08:40:00,170,0.0,No Info,3383
Indigo,2019-05-21,Mumbai,Hyderabad,09:10:00,10:40:00,90,0.0,No Info,4049
Air India,2019-06-12,Delhi,Cochin,20:15:00,19:15:00,1380,2.0,No Info,13381
Spicejet,2019-04-27,Bangalore,Delhi,05:55:00,08:35:00,160,0.0,No check-in baggage included,4319
Indigo,2019-03-21,Delhi,Cochin,10:45:00,01:35:00,890,1.0,No Info,7318
Indigo,2019-03-06,Delhi,Cochin,04:55:00,16:10:00,675,1.0,No Info,6171
Indigo,2019-06-03,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No Info,6818
Spicejet,2019-04-01,Bangalore,Delhi,09:30:00,12:20:00,170,0.0,No check-in baggage included,3919
Jet Airways,2019-04-09,Delhi,Cochin,23:05:00,12:35:00,810,2.0,No Info,9483
Indigo,2019-05-09,Delhi,Cochin,09:15:00,01:30:00,975,1.0,No Info,8854
Jet Airways,2019-06-06,Mumbai,Hyderabad,02:55:00,04:20:00,85,0.0,No Info,5678
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,21:00:00,665,1.0,In-flight meal not included,15136
Air India,2019-03-06,Delhi,Cochin,05:55:00,07:40:00,1545,2.0,No Info,14641
Spicejet,2019-05-09,Kolkata,Bangalore,09:00:00,11:25:00,145,0.0,No Info,3873
Indigo,2019-05-09,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6734
Jet Airways,2019-03-06,Delhi,Cochin,17:30:00,19:45:00,1575,1.0,No Info,17024
Multiple Carriers,2019-05-06,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,8073
Multiple Carriers,2019-05-21,Delhi,Cochin,06:00:00,12:35:00,395,1.0,No Info,9794
Air India,2019-05-18,Delhi,Cochin,06:50:00,07:40:00,1490,2.0,No Info,13591
Indigo,2019-03-24,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,4332
Indigo,2019-04-21,Delhi,Cochin,02:00:00,07:45:00,345,1.0,No Info,6258
Spicejet,2019-03-21,Chennai,Kolkata,08:20:00,10:35:00,135,0.0,No check-in baggage included,3332
Jet Airways,2019-05-15,Kolkata,Bangalore,08:25:00,18:15:00,590,1.0,In-flight meal not included,10844
Indigo,2019-05-15,Mumbai,Hyderabad,12:00:00,13:30:00,90,0.0,No Info,2754
Vistara,2019-05-03,Bangalore,Delhi,17:00:00,19:35:00,155,0.0,No Info,5613
Jet Airways,2019-06-12,Delhi,Cochin,17:30:00,19:00:00,1530,1.0,In-flight meal not included,10262
Multiple Carriers,2019-05-15,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,8073
Indigo,2019-03-09,Bangalore,Delhi,05:30:00,08:20:00,170,0.0,No Info,4777
Jet Airways,2019-06-24,Delhi,Cochin,06:45:00,04:25:00,1300,2.0,No Info,13376
Air India,2019-03-15,Bangalore,Delhi,05:50:00,22:10:00,980,2.0,No Info,10111
Jet Airways,2019-03-24,Kolkata,Bangalore,08:25:00,04:45:00,1220,1.0,No Info,13759
Jet Airways,2019-05-21,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12898
Jet Airways,2019-05-09,Delhi,Cochin,19:30:00,12:35:00,1025,2.0,In-flight meal not included,13029
Jet Airways,2019-03-03,Delhi,Cochin,18:15:00,18:50:00,1475,1.0,No Info,17234
Air India,2019-06-06,Kolkata,Bangalore,09:25:00,18:30:00,545,1.0,No Info,8366
Indigo,2019-05-18,Kolkata,Bangalore,15:15:00,20:05:00,290,1.0,No Info,4775
Multiple Carriers,2019-06-27,Delhi,Cochin,07:05:00,21:00:00,835,1.0,No Info,13587
Jet Airways,2019-05-27,Delhi,Cochin,11:30:00,19:00:00,450,1.0,No Info,16079
Air India,2019-04-01,Kolkata,Bangalore,09:25:00,05:25:00,1200,2.0,No Info,12219
Jet Airways,2019-05-24,Kolkata,Bangalore,18:55:00,09:20:00,865,1.0,In-flight meal not included,10844
